SeqID	Symbiont	Location	ASV_cluster	Rank1	Rank2	Rank3	Rank4	Rank5	Rank6	Rank7	Rank8	Accession_number	G0009	G0015	G0019	G0021	G0022	G0103	G0170	G0209	G0257	G0295	G0309	G0313	G0374	G0418	G0467	G0497	G0512	G0513	G0520	G0524	G0533	G0539	G0557	G0574	G0601	G0602	G0624	G0638	G0640	G0662	G0664	G0667	G0668	G0669	G0673	G0674	G0727	G0734	G0735	G0761	G0763	G0772	G0782	G0784	G0800	G0806	G0808	G0810	G0819	G0821	G0822	G0823	G0883	G0884	G0922	G0924	G0930	G0933	G0934	G0938	G0958	G0969	G0971	G0983	G0985	G0987	G0989	G0994	G0995	G1042	G1072	G1078	G1086	G1089	G1118	G1135	G1151	G1172	G1176	G1253	G1254	G1303	G1304	G1305	G1339	G1340	G1343	G1357	G1374	G1384	G1392	G1717	neg1	neg2	neg3	neg4
ASV424	Occasional_parasite	na	na	Eukaryota	Amoebozoa	Discosea	Longamoebia	Centramoebida	Acanthamoeba	Acanthamoeba	Acanthamoeba_sp.	KF956711.1.1355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV518	Occasional_parasite	na	na	Eukaryota	Amoebozoa	Discosea	Longamoebia	Centramoebida	Acanthamoeba	Acanthamoeba	Acanthamoeba_sp.	KF956711.1.1355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV581	Occasional_parasite	na	na	Eukaryota	Amoebozoa	Discosea	Longamoebia	Centramoebida	Acanthamoeba	Acanthamoeba	Acanthamoeba_sp.	GU808313.1.2248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV629	Occasional_parasite	na	na	Eukaryota	Amoebozoa	Discosea	Longamoebia	Centramoebida	Acanthamoeba	Acanthamoeba	Acanthamoeba_sp.	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV651	Occasional_parasite	na	na	Eukaryota	Amoebozoa	Discosea	Longamoebia	Centramoebida	Acanthamoeba	Acanthamoeba	Acanthamoeba_sp.	AY694143.1.2250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1045	Occasional_parasite	na	na	Eukaryota	Amoebozoa	Discosea	Longamoebia	Centramoebida	Acanthamoeba	Acanthamoeba	Acanthamoeba_sp._KA/MSG12	AY173006.1.2370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV852	Occasional_parasite	na	na	Eukaryota	Amoebozoa	Discosea	Longamoebia	Centramoebida	Acanthamoeba	Acanthamoeba	Acanthamoeba_sp._SE2_6F	AB425949.1.2252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV703	Fungi	na	na	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agrocybe	Agrocybe_pediades	DQ113915.1.1727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV885	Fungi	na	na	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Conocybe	Conocybe_apala	DQ437683.1.1784	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV979	Fungi	na	na	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Conocybe	Conocybe_apala	DQ437683.1.1784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV271	Fungi	na	na	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cyathus	Cyathus_striatus	AF026617.1.1797	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1283	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1176	Fungi	na	na	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lacrymaria	Lacrymaria_velutina	AY654885.1.1772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ASV407	Fungi	na	na	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV731	Fungi	na	na	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1213	Fungi	na	na	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV146	Plant	na	na	Eukaryota	Archaeplastida	Chloroplastida	Phragmoplastophyta	Embryophyta	Andrographis	Andrographis	Andrographis_paniculata	GBJB01011244.556.2353	0	0	0	0	0	0	68	0	0	0	0	21	1531	0	476	50	0	355	0	0	25	0	0	43	0	0	57	16	0	0	0	0	0	281	0	100	50	0	132	0	0	0	75	51	79	0	0	0	0	0	0	0	0	52	0	28	0	0	91	0	0	126	254	0	0	37	249	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1164	0	0	0	0	0	0	0
ASV479	Plant	na	na	Eukaryota	Archaeplastida	Chloroplastida	Phragmoplastophyta	Embryophyta	Andrographis	Andrographis	Andrographis_paniculata	GBJB01011244.556.2353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	20	0	140	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	22	38	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
ASV484	Plant	na	na	Eukaryota	Archaeplastida	Chloroplastida	Phragmoplastophyta	Embryophyta	Andrographis	Andrographis	Andrographis_paniculata	GBJB01011244.556.2353	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV649	Plant	na	na	Eukaryota	Archaeplastida	Chloroplastida	Phragmoplastophyta	Embryophyta	Andrographis	Andrographis	Andrographis_paniculata	GBJB01011244.556.2353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV711	Plant	na	na	Eukaryota	Archaeplastida	Chloroplastida	Phragmoplastophyta	Embryophyta	Andrographis	Andrographis	Andrographis_paniculata	GBJB01011244.556.2353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV820	Plant	na	na	Eukaryota	Archaeplastida	Chloroplastida	Phragmoplastophyta	Embryophyta	Andrographis	Andrographis	Andrographis_paniculata	GBJB01011244.556.2353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1042	Arthropoda	na	na	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Arachnida	Araneae	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
ASV1019	Arthropoda	na	na	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Arachnida	Araneae	Pardosa	Pardosa_pseudoannulata	GCKE01003012.84.1885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV389	Gut_worm	gut	ASV389	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Ascaridida	Ascaridia	Ascaridia_ASV389	LC057210.1.1639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	311	0	0	0	0	0	0	0	0	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV55	Gut_worm	gut	ASV29	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Ascaridida	Nematoda_sp._ASV29	Nematoda_sp._ASV29	NA	0	477	35	723	0	39	0	137	0	0	0	56	0	0	0	0	0	11	0	0	0	0	0	0	1521	0	0	0	0	19972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	110	0	0	203	0	16	0	0	0	0	0	0	0	125	0	0	407	0	0	0	0	0	0	0	3642	0	0	32	122	0	2068	0	0	0	0
ASV269	Gut_worm	gut	ASV29	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Ascaridida	Nematoda_sp._ASV29	Nematoda_sp._ASV29	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442	0	0	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV539	Gut_worm	gut	ASV29	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Ascaridida	Nematoda_sp._ASV29	Nematoda_sp._ASV29	NA	0	0	0	75	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
ASV571	Gut_worm	gut	ASV29	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Ascaridida	Nematoda_sp._ASV29	Nematoda_sp._ASV29	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV585	Gut_worm	gut	ASV29	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Ascaridida	Nematoda_sp._ASV29	Nematoda_sp._ASV29	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV588	Gut_worm	gut	ASV29	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Ascaridida	Nematoda_sp._ASV29	Nematoda_sp._ASV29	NA	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV698	Gut_worm	gut	ASV29	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Ascaridida	Nematoda_sp._ASV29	Nematoda_sp._ASV29	NA	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV799	Gut_worm	gut	ASV29	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Ascaridida	Nematoda_sp._ASV29	Nematoda_sp._ASV29	NA	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV851	Gut_worm	gut	ASV29	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Ascaridida	Nematoda_sp._ASV29	Nematoda_sp._ASV29	NA	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
ASV891	Gut_worm	gut	ASV29	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Ascaridida	Nematoda_sp._ASV29	Nematoda_sp._ASV29	NA	0	0	0	34	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV978	Gut_worm	gut	ASV29	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Ascaridida	Nematoda_sp._ASV29	Nematoda_sp._ASV29	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV999	Gut_worm	gut	ASV29	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Ascaridida	Nematoda_sp._ASV29	Nematoda_sp._ASV29	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0
ASV1185	Gut_worm	gut	ASV29	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Ascaridida	Nematoda_sp._ASV29	Nematoda_sp._ASV29	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV736	Plant	na	na	Eukaryota	Archaeplastida	Chloroplastida	Phragmoplastophyta	Embryophyta	Atractylodes	Atractylodes	Atractylodes_lancea	GEGA01001144.51.1850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV608	Fungi	na	na	Eukaryota	Opisthokonta	Fungi	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	uncultured	uncultured_fungus	DQ244015.1.1871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV163	Gut_protist	gut	ASV163	Eukaryota	Stramenopiles	Blastocystis	Blastocystis	Blastocystis	Blastocystis	Blastocystis	Blastocystis_ST1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	2127	0	0	0	0	0	0	2550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV194	Gut_protist	gut	ASV163	Eukaryota	Stramenopiles	Blastocystis	Blastocystis	Blastocystis	Blastocystis	Blastocystis	Blastocystis_ST1	AY618267.1.1675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	2691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV213	Gut_protist	gut	ASV163	Eukaryota	Stramenopiles	Blastocystis	Blastocystis	Blastocystis	Blastocystis	Blastocystis	Blastocystis_ST1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1529	0	0	0	0	0	0	651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV273	Gut_protist	gut	ASV163	Eukaryota	Stramenopiles	Blastocystis	Blastocystis	Blastocystis	Blastocystis	Blastocystis	Blastocystis_ST1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV469	Gut_protist	gut	ASV163	Eukaryota	Stramenopiles	Blastocystis	Blastocystis	Blastocystis	Blastocystis	Blastocystis	Blastocystis_ST1	EU445486.1.1771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV470	Gut_protist	gut	ASV163	Eukaryota	Stramenopiles	Blastocystis	Blastocystis	Blastocystis	Blastocystis	Blastocystis	Blastocystis_ST1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV472	Gut_protist	gut	ASV163	Eukaryota	Stramenopiles	Blastocystis	Blastocystis	Blastocystis	Blastocystis	Blastocystis	Blastocystis_ST1	AY618267.1.1675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1146	Gut_protist	gut	ASV1146	Eukaryota	Stramenopiles	Blastocystis	Blastocystis	Blastocystis	Blastocystis	Blastocystis	Blastocystis_ST11	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
ASV35	Gut_protist	gut	ASV35	Eukaryota	Stramenopiles	Blastocystis	Blastocystis	Blastocystis	Blastocystis	Blastocystis	Blastocystis_ST2	NA	4	19	0	0	0	0	0	0	64	0	0	10	0	0	37	0	72	12	0	0	0	0	0	0	425	49	0	0	0	23	0	12403	0	41	0	26	926	0	417	1152	23	0	2498	35	0	0	0	1473	0	26	0	0	0	28752	2400	690	0	0	40	0	28	0	0	13	0	46	0	63	1261	0	1266	0	0	0	0	4	400	682	11	27	0	0	14	19	0	0	10	46	17	0	0	0	0	0	0	0
